,sr87_sr86,nd143_nd144
27598,0.705049,0.513319
27599,0.705055,0.513206
27600,0.705141,0.513341
27601,0.705045,0.513188
27609,0.704775,0.512762
27620,0.70487,0.5127
27621,0.70477,0.51276
27622,0.70466,0.51273
27630,0.704317,0.512733
27631,0.70436,0.51278
27632,0.707598,0.512414
27634,0.706304,0.512431
27635,0.70683,0.512227
27638,0.706971,0.512238
27642,0.706316,0.512422
27643,0.706587,0.512418
27644,0.708732,0.512435
27645,0.707094,0.512414
27646,0.70766,0.51229
27647,0.70779,0.51253
27653,0.70837,0.51272
27664,0.703419,0.512965
27665,0.703477,0.512988
27666,0.703589,0.512963
27667,0.703505,0.5129
27668,0.70673,0.512497
27671,0.710785,0.512314
27672,0.710969,0.512431
27676,0.709822,0.512382
27685,0.711515,0.512346
27686,0.707055,0.512493
27687,0.713472,0.512345
27688,0.717103,0.512221
27689,0.712448,0.512355
27690,0.707561,0.512547
27691,0.714373,0.51237
27692,0.710026,0.512447
27693,0.711094,0.512376
27694,0.707707,0.512389
27695,0.708505,0.512396
27696,0.706692,0.512536
27697,0.710002,0.511882
27698,0.710024,0.511883714
27701,0.710023,0.511885
27702,0.710017,0.511882
27703,0.709918,0.511875
27704,0.709906,0.51187
27706,0.71001,0.511867
27707,0.710089,0.511884
27709,0.703831,0.512817
27710,0.7043,0.512795
27711,0.703736,0.512808
27712,0.70393,0.512814
27713,0.710052,0.512425
27714,0.710655,0.512441
27715,0.709168,0.512431
27716,0.703831,0.512817
27717,0.703736,0.512808
27718,0.7043,0.512795
27719,0.70393,0.512814
27720,0.703754,0.512831
27721,0.703827,0.512811
27722,0.703782,0.512815
27723,0.703781,0.512808
27729,0.706478,0.512094
27737,0.706613,0.512445
27739,0.70671,0.512461
27743,0.706614,0.512484
27746,0.706593,0.51249
27748,0.706591,0.512457714
27752,0.707035,0.512457
27763,0.710323,0.511846
27766,0.709672,0.511841
27769,0.709601,0.511849
27770,0.709895,0.511788
27772,0.709791,0.511781
27773,0.709803,0.511774
27775,0.710318,0.511843
27778,0.709539,0.511792
27779,0.709722,0.511847
27780,0.709517,0.511833
27786,0.703663,0.512926
27787,0.705584,0.512142
27801,0.708844,0.511585
27802,0.705458,0.512583
27803,0.708362,0.511715
27804,0.7088286,0.5111808
27805,0.708824,0.511249
27810,0.710397,0.511806
27811,0.710165,0.51179
27813,0.709572,0.511788
27814,0.71011,0.511807
27815,0.710651,0.511788
27816,0.710369,0.511619
27817,0.710505,0.511669
27818,0.710634,0.51172
27819,0.710097,0.511785
27822,0.706063,0.51273
27823,0.709747,0.511843
27824,0.709911,0.511932
27825,0.709828,0.511833
27826,0.709796,0.511828
27827,0.709808,0.511897
27828,0.709566,0.511876
27829,0.709748,0.511832
27830,0.709679,0.511882
27831,0.70965,0.511883
27832,0.709555,0.511925
27833,0.709792,0.511981
27834,0.709788,0.51183
27835,0.709736,0.511848
27837,0.710115,0.511978
27838,0.710037,0.51199
27839,0.710148,0.511832
27840,0.709621,0.511862
27841,0.709677,0.511884
27842,0.709965,0.511833
27843,0.709858,0.511844
27844,0.709895,0.511818
27845,0.705956,0.512181
27846,0.707371,0.512416
27858,0.70606,0.512461
27859,0.70593,0.512438
27860,0.70898,0.512233
27861,0.707362,0.512597
27862,0.706668,0.512614
27865,0.704548,0.513023
27866,0.704394,0.513055
27867,0.704566,0.513017
27868,0.704489,0.51303
27869,0.706588,0.512668
27870,0.703964,0.512624
27871,0.706495,0.512689
27872,0.706508,0.512608
27873,0.707035,0.512568
27874,0.704339,0.512273
27879,0.7056,0.512604
27883,0.7054,0.512617
27886,0.7062,0.512647
27887,0.705541,0.512872
27888,0.707314,0.512856
27895,0.708675,0.512619
27899,0.709144,0.512636
27900,0.708343,0.512635
27901,0.708603,0.512616
27926,0.705926,0.512438
27927,0.706063,0.512461
27928,0.708915,0.512233
27959,0.706702,0.512531
27960,0.706815,0.512604
27962,0.707898,0.512585
27964,0.707939,0.512461
27965,0.708818,0.512511
27966,0.705589,0.512949
27967,0.705149,0.512987
27972,0.708727,0.512695
27973,0.707384,0.51272
27974,0.707705,0.512834
27975,0.705871,0.512791
27978,0.705061,0.512961
27979,0.709241,0.512814
27982,0.703921,0.512804
27983,0.704785,0.512764
27991,0.706404,0.512623
27993,0.705626,0.512616
27997,0.703481,0.512961
27998,0.704563,0.512672
27999,0.70411,0.512965
28000,0.704609,0.512811
28002,0.705074,0.512836
28004,0.70402,0.512945
28005,0.704191,0.512967
28007,0.707788,0.512619
28011,0.706544,0.512432
28012,0.706069,0.512421
28013,0.707272,0.512707
28016,0.704843,0.512687
28018,0.704339,0.512699
28019,0.704455,0.512718
28021,0.704618,0.512789
28022,0.704334,0.512708
28023,0.704289,0.512773
28024,0.70388,0.51283
28027,0.70639,0.511728
28031,0.707596,0.51283
28032,0.707838,0.512597
28033,0.706402,0.512797
28035,0.707249,0.512797
28036,0.706703,0.512816
28037,0.707401,0.51282
28042,0.708453,0.512485
28043,0.725429,0.512424
28044,0.707805,0.512632
28045,0.708354,0.512471
28046,0.70934,0.512482
28047,0.70827,0.512485
28048,0.707093,0.512486
28049,0.710291,0.512524
28052,0.710269,0.512384
28053,0.707703,0.512413
28054,0.707475,0.512406
28144,0.706809,0.512486
28146,0.706827,0.512492
28147,0.706449,0.512514
28148,0.706685,0.512496
28235,0.70536,0.512494
28236,0.70568,0.512556
28237,0.70534,0.512524
28247,0.704928,0.512573
28248,0.704553,0.512632
28249,0.70452,0.512646
28254,0.70493,0.512573
28256,0.70435,0.512675
28257,0.70506,0.512646
28258,0.704553,0.512632
28270,0.70635,0.512134
28272,0.707187,0.512524
28274,0.707962,0.512574
28276,0.707764,0.512462
28335,0.70838,0.513069
28338,0.71099,0.51283
28342,0.70882,0.513085
28345,0.7079,0.512953
28346,0.71456,0.512935
28351,0.70423,0.512869
28352,0.704273,0.512861
28353,0.70418,0.512848
28354,0.703919,0.512884
28356,0.703853,0.512868
28364,0.70665,0.51258
28368,0.704487,0.512828
28376,0.70454,0.512755
28377,0.70349,0.51291
28378,0.703615,0.512805
28379,0.706421,0.512714
28380,0.70442,0.512701
28381,0.704637,0.512687
28382,0.703647,0.512761
28383,0.705781,0.512664
28384,0.704213,0.512734
28385,0.705504,0.512701
28386,0.70417,0.512651
28390,0.703357,0.513025
28391,0.703814,0.51274
28392,0.703861,0.512698
28393,0.703886,0.512753
28395,0.704963,0.512937
28396,0.708055,0.513053
28411,0.705649,0.512581
28423,0.709077,0.512094
28424,0.709427,0.512183
28425,0.710099,0.512146
28426,0.708684,0.512118
28427,0.709055,0.512107
28428,0.708172,0.512215
28429,0.712739,0.512148
28430,0.713809,0.512138
28431,0.719958,0.512155
28432,0.715043,0.51209
28433,0.712576,0.512097
28434,0.713983,0.512155
28444,0.7084,0.512644
28445,0.707086,0.512226
28447,0.707526,0.512338
28449,0.706532,0.512316
28451,0.70758,0.512347
28452,0.706585,0.512269
28453,0.706597,0.512319
28454,0.706607,0.512369
28468,0.710389,0.512297
28469,0.707481,0.512289
28470,0.708805,0.512393
28471,0.706358,0.511637
28472,0.708666,0.512264
28473,0.706319,0.512291
28474,0.710131,0.512263
28475,0.707186,0.512249
28476,0.706009,0.512206
28477,0.705042,0.512211
28478,0.714288,0.512202
28480,0.703111,0.512575
28481,0.703186,0.512448
28482,0.703046,0.512521
28483,0.703215,0.512448
28492,0.70801,0.51273
28494,0.70809,0.51275
28499,0.713982,0.512579
28501,0.742623,0.512959
28516,0.706798,0.512824
28518,0.707348,0.512903
28520,0.705697,0.512911
28521,0.705265,0.512954
28522,0.70447,0.512865
28524,0.70544,0.512868
28526,0.70593,0.512825
28527,0.731348,0.512657
28528,0.7106348,0.5126564
28529,0.7096266,0.5126748
28532,0.712401,0.51266
28538,0.705221,0.51299
28539,0.707984,0.512454
28540,0.704355,0.512988
28544,0.705756,0.512893
28554,0.705186,0.512935
28555,0.706744,0.512927
28557,0.704701,0.512943
28558,0.705145,0.512951
28560,0.705367,0.512911
28580,0.704022,0.512861
28657,0.7046,0.512811
28661,0.70435,0.512849
28668,0.706325,0.512764
28669,0.707085,0.512756
28670,0.7065,0.512763
28671,0.707344,0.51276
28672,0.70805,0.512878
28677,0.708799,0.512766
28684,0.704212,0.512897
28686,0.705058,0.513017
28687,0.704742,0.512916
28688,0.705054,0.513075
28689,0.703919,0.512882
28690,0.703824,0.512983
28691,0.704309,0.512967
28693,0.70553,0.51299
28694,0.704876,0.512992
28706,0.703974,0.512758
28708,0.703893,0.51283
28727,0.704108,0.512902
28728,0.703925,0.512949
28729,0.706693,0.51297
28730,0.705664,0.512975
28731,0.707144,0.513056
28733,0.706801,0.512927
28734,0.705973,0.513048
28736,0.703743,0.512982
28737,0.703832,0.512954
28738,0.703906,0.512947
28739,0.704135,0.512861
28749,0.7045,0.51282
28750,0.70337,0.512905
28754,0.7049,0.5128
28756,0.7057,0.51284
28766,0.705124,0.512888
28767,0.704586,0.51293
28768,0.705467,0.51292
28769,0.704602,0.512942
28770,0.704437,0.512976
28782,0.704437,0.512976
28783,0.704586,0.51293
28788,0.705467,0.51292
28789,0.704602,0.512942
28791,0.705124,0.512888
28798,0.704555,0.512873
28799,0.7069,0.5127
28800,0.70871,0.512889
28807,0.704028,0.512865
28810,0.70479,0.51286
28823,0.70434,0.512927
28825,0.70425,0.512787
28830,0.7063,0.512653
28836,0.70619,0.512878
28838,0.70451,0.512851
28840,0.704306,0.512847
28841,0.704248,0.512912
28846,0.703679,0.512916
28847,0.703773,0.512913
28848,0.704001,0.512898
28849,0.703846,0.513187
28853,0.703866,0.512858
28856,0.703801,0.512629
28857,0.70353,0.512882
28862,0.703737,0.512854
28863,0.703818,0.51286
28880,0.707818,0.512557
28881,0.709344,0.512577
28885,0.704604,0.512711
28886,0.704734,0.512624
28887,0.704533,0.512701
28888,0.704714,0.512707
28889,0.707008,0.512612
28890,0.708209,0.512591
28897,0.705877,0.51257
28899,0.70554,0.512584
28901,0.706276,0.512552
28902,0.707391,0.512569
28903,0.709518,0.512409
28904,0.707125,0.512617
28905,0.706495,0.512568
28907,0.705877,0.512581
28909,0.706813,0.512487
28933,0.708214,0.512342
28936,0.704351,0.5127604
28937,0.703837,0.5128634
28938,0.703913,0.5127502
28939,0.703867,0.512847
28940,0.703996,0.512809
28941,0.703872,0.5128533
28942,0.703964,0.512803
28943,0.70438698,0.51288152
28944,0.704455,0.512757
28945,0.704394,0.512818
28946,0.704813,0.5128093
28947,0.704339,0.51275
28948,0.704346,0.512822
28949,0.704219,0.512881
28952,0.706687,0.512589
28956,0.704519,0.512718
28958,0.704364,0.512841
28959,0.703942,0.512843
28960,0.704763,0.512862
28963,0.704322,0.512796
28968,0.704188,0.512791
28970,0.705159,0.512776
28976,0.704527,0.512746
28989,0.70443,0.512815
28992,0.70762,0.513002
28993,0.704803,0.512772
28994,0.705773,0.513115
28996,0.705322,0.513029
28997,0.705713,0.513103
29000,0.709778,0.513173
29001,0.711814,0.513143
29003,0.704179,0.512836
29005,0.703895,0.512921
29008,0.7037,0.5128
29011,0.70311,0.51303
29014,0.70316,0.51288
29024,0.705086,0.512762
29025,0.705242,0.51266
29026,0.70503,0.512668
29027,0.704536,0.512739
29035,0.709809,0.512602
29036,0.711547,0.512622
29037,0.711716,0.511846
29038,0.707363,0.512461
29040,0.706283,0.512469
29041,0.711722,0.512158
29063,0.709911,0.512837
29067,0.705462,0.512713
29068,0.705225,0.512715
29070,0.70581,0.512806
29072,0.706786,0.512734
29077,0.705008,0.513014
29078,0.704905,0.51273
29080,0.704522,0.512689
29082,0.70538,0.513078
29179,0.70545,0.51275
29181,0.70385,0.512874
29182,0.70415,0.512821
29190,0.70397,0.512838
29193,0.70556,0.512763
29194,0.70484,0.51284
29202,0.705189,0.512701
29258,0.704389,0.512669
29259,0.704952,0.51268
29260,0.7054,0.512628
29261,0.705174,0.512571
29262,0.704619,0.512712
29268,0.704952,0.51268
29269,0.7054,0.512628
29271,0.704783,0.512655
29272,0.705174,0.512571
29277,0.704389,0.512669
29278,0.704659,0.51267
29279,0.704708,0.512623
29280,0.704742,0.512646
29281,0.704942,0.512672
29282,0.704619,0.512712
29283,0.704509,0.512651
29284,0.70508,0.512739
29285,0.704969,0.512672
29296,0.706205,0.512375
29428,0.706422,0.512806
29429,0.70513,0.513031
29437,0.706571,0.512771
29439,0.705117,0.513165
29458,0.705439,0.512543
29459,0.704647,0.512637
29461,0.70483,0.512536
29464,0.705371,0.512477
29469,0.704158,0.512755
29470,0.704783,0.512655
29473,0.70512,0.512663
29475,0.704752,0.512662
29477,0.70485,0.512691
29479,0.705607,0.512635
29485,0.704158,0.512755
29487,0.704572,0.512711
29494,0.704572,0.512711
29507,0.70579,0.51268
29508,0.7066,0.51266
29509,0.70584,0.51264
29545,0.704792,0.512246
29546,0.70482,0.512077
29555,0.718606,0.512259
29557,0.705824,0.513336
29576,0.705392,0.512032
29577,0.708244,0.511703
29578,0.70821,0.511712
29579,0.708698,0.511693
29580,0.709019,0.511718
29581,0.710864,0.511704
29584,0.706022,0.512002
29597,0.7194,0.512592
29598,0.7135,0.512561
29600,0.7104,0.512534
29603,0.707482,0.513168
29604,0.741584,0.513138
29611,0.710455,0.512431
29612,0.747081,0.512288
29614,0.712567,0.512267
29617,0.712376,0.512162
29628,0.705237,0.512237
29629,0.705163,0.512208
29668,0.707357,0.51269
29669,0.708482,0.512656
29670,0.707594,0.512733
29671,0.708023,0.512663
29672,0.707389,0.512696
29673,0.710405,0.512695
29681,0.716938,0.512336
29682,0.720437,0.512325
29683,0.721799,0.51231
29690,0.720046,0.512315
29739,0.711021,0.512457
29740,0.706017,0.512438
29751,0.709728,0.512305
29752,0.711444,0.511332
29753,0.71471,0.511328
29754,0.705138,0.512346
29755,0.705301,0.512492
29756,0.705359,0.51248
29757,0.70616,0.51252
29758,0.706539,0.51252
29759,0.705847,0.512515
29760,0.706081,0.5125
29761,0.70607,0.512525
29762,0.707968,0.512294
29763,0.70734,0.512301
29764,0.714756,0.511313
29765,0.712168,0.511342
29766,0.711069,0.511335
29767,0.713067,0.511348
29768,0.714251,0.511326
29769,0.710857,0.511342
29772,0.712833,0.512226
29773,0.714705,0.512251
29776,0.718009,0.512231
29777,0.712875,0.512225
29784,0.707583,0.51237
29785,0.708233,0.512338
29786,0.712095,0.512359
29790,0.71268,0.512339
29791,0.710942,0.513699
29792,0.710063,0.513819
29796,0.71289,0.512364
29808,0.706373,0.511433
29809,0.708556,0.511259
29810,0.708911,0.511488
29811,0.708139,0.511525
29812,0.703168,0.51163
29813,0.708153,0.512023
29814,0.705456,0.51253
29815,0.704784,0.512624
29827,0.702867,0.511627
29828,0.702906,0.51157
29829,0.702975,0.51159
29830,0.703845,0.511797
29839,0.715497,0.512422
29843,0.709888,0.512425
29844,0.707023,0.511528
29845,0.705065,0.511343
29866,0.716638,0.511906
29867,0.718801,0.512047
29868,0.72654,0.511888
29869,0.724721,0.511889
29870,0.71192,0.512028
29871,0.716901,0.511878
29872,0.710119,0.511439
29885,0.720626,0.511868
29887,0.721823,0.511966
29890,0.723975,0.51194
29891,0.710415,0.511981
29892,0.721479,0.512132
29894,0.703747,0.512184
29895,0.71508,0.511813
29896,0.711348,0.511924
29897,0.728859,0.511846
29899,0.712208,0.511696
29900,0.704946,0.511066
29902,0.714556,0.511985
29903,0.706163,0.511179
29904,0.711997,0.511746
29905,0.72468,0.51135
29906,0.707196,0.512152
29907,0.713748,0.511484
29909,0.713929,0.511557
29913,0.709648,0.512366
29916,0.70546,0.511804
29918,0.712639,0.511382
29920,0.715345,0.511596
29921,0.712932,0.511472
29922,0.724955,0.511466
29923,0.753866,0.512453
29929,0.759296,0.511872
30006,0.706225,0.511201
30009,0.708698,0.511424
30014,0.706673,0.512422
30015,0.709722,0.511954
30019,0.708228,0.512803
30021,0.708062,0.512805
30022,0.708415,0.512746
30023,0.708418,0.512987
30024,0.706113,0.512778
30025,0.70617,0.512746
30026,0.712206,0.512838
30027,0.714497,0.512414
30030,0.706232,0.511985
30031,0.706528,0.511956
30033,0.712056,0.512436
30034,0.707769,0.511797
30036,0.706326,0.511703
30048,0.709022,0.512314
30049,0.706924,0.512703
30050,0.708861,0.512765
30051,0.706331,0.512715
30052,0.707154,0.512713
30053,0.707179,0.512727
30054,0.706924,0.512729
30055,0.709305,0.512495
30056,0.708358,0.512396
30057,0.707938,0.512731
30058,0.707544,0.512734
30059,0.710569,0.51235
30061,0.721121,0.511318
30062,0.709263,0.512866
30063,0.703519,0.512398
30064,0.703815,0.512533
30065,0.704393,0.513059
30066,0.704513,0.513058
30069,0.704216,0.512616
30070,0.703894,0.512718
30071,0.705373,0.512514
30073,0.70348,0.512731
30147,0.70665434,0.51237005
30148,0.70774982,0.51217543
30151,0.71112201,0.51193598
30228,0.715447,0.512365
30232,0.71009,0.51236
30234,0.709312,0.51234
30236,0.7081,0.512362
30245,0.704518,0.512866
30246,0.71256,0.512605
30247,0.71007,0.512531
30248,0.71508,0.512517
30256,0.704105,0.512756
30259,0.704235,0.512743
30260,0.703738,0.512661
30264,0.703514,0.512976
30267,0.704649,0.512741
30268,0.706606,0.513035
30270,0.705048,0.512797
30272,0.70483,0.512826
30274,0.70631,0.512801
30275,0.705591,0.512874
30276,0.704347,0.513074
30278,0.704851,0.513073
30279,0.705047,0.513097
30321,0.707323,0.512559
30322,0.706175,0.512582
30326,0.706525,0.512582
30327,0.705961,0.512575
30329,0.706588,0.51257
30331,0.706195,0.51257
30332,0.705987,0.512578
30334,0.706866,0.512575
30338,0.70728,0.512496
30341,0.71052,0.512516
30342,0.70608,0.512478
30344,0.70593,0.51264
30345,0.70675,0.51264
30346,0.70608,0.51263
30347,0.70678,0.51256
30348,0.70405,0.51288
30349,0.70592,0.51288
30350,0.70608,0.51278
30351,0.70746,0.51251
30354,0.70292,0.51255
30355,0.70379,0.51285
30357,0.70462,0.51282
30358,0.70564,0.51272
30359,0.70483,0.51267
30375,0.70336,0.51293
30376,0.706943,0.512485
30379,0.703242,0.512926
30380,0.703184,0.512939
30404,0.706743,0.51249
30415,0.707414,0.512393
30417,0.706504,0.512536
30444,0.706172,0.512569
30449,0.705946,0.512541
30451,0.706544,0.512564
30452,0.706612,0.512554
30456,0.706554,0.512455
30457,0.706316,0.512479
30460,0.706807,0.512487
30464,0.705219,0.512592
30465,0.707461,0.512366
30504,0.706505,0.512596
30505,0.706357,0.512579
30509,0.707107,0.512563
30510,0.705876,0.512568
30512,0.706557,0.512505
30513,0.706385,0.512579
30515,0.707107,0.512536
30516,0.706306,0.512564
30517,0.706949,0.512725
30518,0.706964,0.512543
30520,0.70731,0.5125
30521,0.706739,0.51248
30522,0.706062,0.512559
30523,0.705888,0.512556
30526,0.706335,0.512578
30528,0.706375,0.512568
30530,0.707086,0.512577
30533,0.706178,0.512532
30535,0.707502,0.512496
30540,0.707113,0.512587
30542,0.707298,0.512543
30550,0.707088,0.512602
30551,0.706372,0.512629
30552,0.708059,0.512564
30553,0.707193,0.512511
30554,0.706873,0.512504
30556,0.706162,0.512612
30557,0.705987,0.512638
30559,0.707175,0.512583
30560,0.706206,0.512586
30561,0.706151,0.512581
30562,0.707124,0.512505
30564,0.706791,0.512607
30565,0.7068,0.512644
30566,0.706224,0.512637
30567,0.706246,0.512678
30568,0.705881,0.512584
30569,0.706865,0.512501
30570,0.706234,0.51255
30571,0.706786,0.512526
30574,0.706539,0.512481
30575,0.70781,0.512475
30576,0.706447,0.512599
30582,0.7066128,0.5125222
30583,0.706718,0.5125561
30584,0.70646,0.512557
30585,0.706172,0.512533
30586,0.706409,0.512546
30587,0.706431,0.512577
30589,0.706031,0.512565
30590,0.705704,0.512593
30591,0.705809,0.512518
30592,0.706118,0.512524
30593,0.706716,0.5125
30597,0.7071884,0.5125462
30598,0.7073899,0.5125331
30599,0.7074752,0.5124443
30601,0.7073002,0.5125207
30603,0.7075689,0.5125027
30604,0.707253,0.512516
30620,0.70685,0.512438
30621,0.70938,0.512094
30622,0.70772,0.512449
30623,0.70655,0.512488
30627,0.70681,0.512607
30628,0.70587,0.512572
30629,0.70673,0.512663
30630,0.70528,0.512733
30631,0.70624,0.512596
30634,0.70387,0.512878
30636,0.70431,0.512814
30637,0.70375,0.512704
30638,0.7042,0.512729
30641,0.70434,0.512792
30642,0.70378,0.512811
30649,0.70776,0.51258
30739,0.703359,0.512757
30740,0.703424,0.512785
30741,0.703193,0.51279
30742,0.707544,0.512565
30743,0.70362,0.512782
30744,0.707586,0.512627
30745,0.703168,0.51281
30746,0.70346,0.51278
30747,0.703365,0.512783
30748,0.705695,0.512655
30749,0.70324,0.512835
30751,0.703296,0.512803
30752,0.703378,0.512796
30753,0.703435,0.512756
30754,0.703386,0.512745
30766,0.706081,0.512593
30767,0.706615,0.512622
30768,0.706369,0.512664
30769,0.706943,0.512547
30770,0.703442,0.512867
30771,0.706433,0.512706
30772,0.703121,0.512773
30773,0.706363,0.512658
30774,0.706654,0.512814
30784,0.70604,0.512827
30793,0.70792,0.512553
30797,0.707426,0.512528
31128,0.707298,0.51274
31132,0.70669,0.512545
31175,0.7037,0.512776
31177,0.7047,0.512741
31180,0.707041,0.512514
31181,0.70681841,0.512505
31184,0.707214599,0.51251
31188,0.706510641,0.512712772
31190,0.705905342,0.512532
31191,0.707096919,0.512315
31192,0.706211841,0.512445875
31195,0.708040496,0.512402
31197,0.705051198,0.512497796
31205,0.705912672,0.512509507
31207,0.705130754,0.512728753
31208,0.708214676,0.51227209
31211,0.706808261,0.512412454
31214,0.705600663,0.512595
